2023-01-28,acquisition_channel,email,11,1,358.00,0.3333,0.2000,11.29,7,0.43,7,224.14,7,0.4000,5,0.8786,7
2023-01-29,acquisition_channel,email,15,0,0.00,,2.0000,10.86,7,0.57,7,275.29,7,0.3889,6,0.8000,7
2023-01-30,acquisition_channel,email,18,0,0.00,0.0000,0.7500,11.86,7,0.43,7,227.43,7,0.2667,5,0.9429,7
2023-01-31,acquisition_channel,email,17,2,887.00,1.0000,4.0000,12.57,7,0.43,7,227.43,7,0.2667,5,0.9929,7
2023-02-01,acquisition_channel,email,20,1,289.00,0.5000,0.6667,13.57,7,0.57,7,311.29,7,0.3667,5,1.2786,7
2023-02-02,acquisition_channel,email,23,1,408.00,1.0000,0.3333,15.29,7,0.71,7,352.57,7,0.3889,6,1.3024,7
2023-02-03,acquisition_channel,email,16,0,0.00,,2.3333,16.71,7,0.86,7,410.86,7,0.5556,6,1.2071,7
2023-02-04,acquisition_channel,email,12,0,0.00,,0.3333,17.14,7,0.71,7,277.43,7,0.5667,5,1.4690,7
2023-02-05,acquisition_channel,email,23,1,440.00,0.5000,0.1429,17.29,7,0.57,7,226.29,7,0.6250,4,1.4881,7
2023-02-06,acquisition_channel,email,17,0,0.00,0.0000,1.0000,18.43,7,0.71,7,289.14,7,0.6000,5,1.2228,7
2023-02-07,acquisition_channel,email,15,1,131.00,1.0000,0.6667,18.29,7,0.71,7,289.14,7,0.6000,5,1.2585,7
2023-02-08,acquisition_channel,email,18,1,208.00,1.0000,0.1429,18.00,7,0.57,7,181.14,7,0.6000,5,0.7823,7
2023-02-09,acquisition_channel,email,22,1,648.00,0.3333,1.0000,17.71,7,0.57,7,169.57,7,0.7000,5,0.7075,7
2023-02-10,acquisition_channel,email,21,0,0.00,0.0000,0.1250,17.57,7,0.57,7,203.86,7,0.5667,5,0.8027,7
2023-02-11,acquisition_channel,email,31,2,1397.00,3.0000,0.7500,18.29,7,0.57,7,203.86,7,0.4722,6,0.4873,7
2023-02-12,acquisition_channel,email,22,2,320.00,,0.6000,21.00,7,0.86,7,403.43,7,0.8333,7,0.5468,7
2023-02-13,acquisition_channel,email,34,1,274.00,0.5000,1.2857,20.86,7,1.00,7,386.29,7,0.8889,6,0.6121,7
2023-02-14,acquisition_channel,email,26,2,574.00,1.0000,1.6667,23.29,7,1.14,7,425.43,7,0.9722,6,0.6529,7
2023-02-15,acquisition_channel,email,25,0,0.00,0.0000,0.1250,24.86,7,1.29,7,488.71,7,0.9722,6,0.7958,7
2023-02-16,acquisition_channel,email,20,0,0.00,,0.8571,25.86,7,1.14,7,459.00,7,0.8056,6,0.7932,7
2023-02-17,acquisition_channel,email,13,1,275.00,1.0000,0.2500,25.57,7,1.00,7,366.43,7,0.9000,5,0.7728,7
2023-02-18,acquisition_channel,email,26,2,1440.00,0.6667,0.6000,24.43,7,1.14,7,405.71,7,1.1000,5,0.7906,7
2023-02-19,acquisition_channel,email,38,2,437.00,0.3333,0.7500,23.71,7,1.14,7,411.86,7,0.6333,5,0.7692,7
2023-02-20,acquisition_channel,email,21,0,0.00,0.0000,1.0000,26.00,7,1.14,7,428.57,7,0.5833,6,0.7906,7
2023-02-21,acquisition_channel,email,25,0,0.00,0.0000,4.0000,24.14,7,1.00,7,389.43,7,0.5000,6,0.7498,7
2023-02-22,acquisition_channel,email,29,1,518.00,0.5000,0.3333,24.00,7,0.71,7,307.43,7,0.3333,6,1.0832,7
2023-02-23,acquisition_channel,email,22,1,224.00,1.0000,0.1000,24.57,7,0.86,7,381.43,7,0.4167,6,1.1129,7
2023-02-24,acquisition_channel,email,31,1,276.00,0.3333,0.6667,24.86,7,1.00,7,413.43,7,0.5000,7,1.0048,7
2023-02-25,acquisition_channel,email,32,1,137.00,0.5000,1.7500,27.43,7,1.00,7,413.57,7,0.4048,7,1.0643,7
2023-02-26,acquisition_channel,email,33,2,765.00,0.6667,0.8333,28.29,7,0.86,7,227.43,7,0.3809,7,1.2286,7
2023-02-27,acquisition_channel,email,28,3,991.00,1.0000,1.4000,27.57,7,0.86,7,274.29,7,0.4286,7,1.2405,7
2023-02-28,acquisition_channel,email,32,1,264.00,0.2500,0.8889,28.57,7,1.29,7,415.86,7,0.5714,7,1.2976,7
2023-03-01,acquisition_channel,email,37,1,151.00,0.5000,0.9000,29.57,7,1.43,7,453.57,7,0.6071,7,0.8532,7
2023-03-02,acquisition_channel,email,53,3,566.00,0.6000,0.6667,30.71,7,1.43,7,401.14,7,0.6071,7,0.9341,7
2023-03-03,acquisition_channel,email,33,1,421.00,0.5000,0.4286,35.14,7,1.71,7,450.00,7,0.5500,7,1.0151,7
2023-03-04,acquisition_channel,email,36,0,0.00,0.0000,0.6667,35.43,7,1.71,7,470.71,7,0.5738,7,0.9811,7
2023-03-05,acquisition_channel,email,38,0,0.00,0.0000,0.6000,36.00,7,1.57,7,451.14,7,0.5024,7,0.8263,7
2023-03-06,acquisition_channel,email,39,1,421.00,0.2000,1.1667,36.71,7,1.29,7,341.86,7,0.4071,7,0.7930,7
2023-03-07,acquisition_channel,email,35,3,643.00,1.5000,0.7778,38.29,7,1.00,7,260.43,7,0.2929,7,0.7597,7
2023-03-08,acquisition_channel,email,40,3,556.00,1.0000,0.4000,38.71,7,1.29,7,314.57,7,0.4714,7,0.7438,7
2023-03-09,acquisition_channel,email,39,3,748.00,1.5000,0.4167,39.14,7,1.57,7,372.43,7,0.5429,7,0.6724,7
2023-03-10,acquisition_channel,email,34,1,101.00,0.5000,0.7500,37.14,7,1.57,7,398.43,7,0.6714,7,0.6366,7
2023-03-11,acquisition_channel,email,41,3,1302.00,1.0000,1.3333,37.29,7,1.57,7,352.71,7,0.6714,7,0.6826,7
2023-03-12,acquisition_channel,email,37,1,318.00,,0.9000,38.00,7,2.00,7,538.71,7,0.8143,7,0.7778,7
2023-03-13,acquisition_channel,email,40,1,289.00,0.5000,0.7778,37.86,7,2.14,7,584.14,7,0.9500,6,0.8206,7
2023-03-14,acquisition_channel,email,39,2,299.00,1.0000,1.3750,38.00,7,2.14,7,565.29,7,1.0000,6,0.7651,7
2023-03-15,acquisition_channel,email,40,3,946.00,1.0000,1.2500,38.57,7,2.00,7,516.14,7,0.9167,6,0.8504,7
2023-03-16,acquisition_channel,email,43,2,708.00,0.4000,0.7500,38.57,7,2.00,7,571.86,7,0.9167,6,0.9718,7
2023-03-17,acquisition_channel,email,44,2,541.00,0.4000,0.4167,39.14,7,1.86,7,566.14,7,0.7333,6,1.0194,7
2023-03-18,acquisition_channel,email,46,5,1000.00,1.2500,0.8889,40.57,7,2.00,7,629.00,7,0.7167,6,0.9718,7
2023-03-19,acquisition_channel,email,49,2,199.00,1.0000,0.4167,41.29,7,2.29,7,585.86,7,0.7583,6,0.9083,7
2023-03-20,acquisition_channel,email,45,1,137.00,0.3333,0.2143,43.00,7,2.43,7,568.86,7,0.7929,7,0.8393,7
2023-03-21,acquisition_channel,email,48,1,164.00,0.1667,0.3077,43.71,7,2.43,7,547.14,7,0.7690,7,0.7588,7
2023-03-22,acquisition_channel,email,58,0,0.00,0.0000,0.3810,45.00,7,2.29,7,527.86,7,0.6500,7,0.6063,7
2023-03-23,acquisition_channel,email,49,2,753.00,0.4000,0.3000,47.57,7,1.86,7,392.71,7,0.5071,7,0.4822,7
2023-03-24,acquisition_channel,email,41,1,333.00,0.2000,0.5455,48.43,7,1.86,7,399.14,7,0.5071,7,0.4179,7
2023-03-25,acquisition_channel,email,51,1,383.00,0.5000,1.3333,48.00,7,1.71,7,369.43,7,0.4786,7,0.4363,7
2023-03-26,acquisition_channel,email,53,1,230.00,0.5000,0.5000,48.71,7,1.14,7,281.29,7,0.3714,7,0.4998,7
2023-03-27,acquisition_channel,email,42,2,459.00,0.6667,0.3333,49.29,7,1.00,7,285.71,7,0.3000,7,0.5117,7
2023-03-28,acquisition_channel,email,44,2,554.00,0.5000,0.5714,48.86,7,1.14,7,331.71,7,0.3476,7,0.5287,7
2023-03-29,acquisition_channel,email,52,2,716.00,1.0000,0.3750,48.29,7,1.29,7,387.43,7,0.3952,7,0.5664,7
2023-03-30,acquisition_channel,email,46,2,378.00,0.2857,0.6667,47.43,7,1.57,7,489.71,7,0.5381,7,0.5655,7
2023-03-31,acquisition_channel,email,59,2,326.00,0.3333,1.6000,47.00,7,1.57,7,436.14,7,0.5218,7,0.6179,7
2023-04-01,acquisition_channel,email,65,4,3361.00,0.5000,0.9091,49.57,7,1.71,7,435.14,7,0.5408,7,0.7685,7
2023-04-02,acquisition_channel,email,59,1,228.00,0.3333,1.1333,51.57,7,2.14,7,860.57,7,0.5408,7,0.7079,7
2023-04-03,acquisition_channel,email,69,0,0.00,0.1667,0.8000,52.43,7,2.14,7,860.29,7,0.5170,7,0.7984,7
2023-04-04,acquisition_channel,email,50,2,422.00,1.0000,0.6667,56.29,7,1.86,7,794.71,7,0.4456,7,0.8651,7
2023-04-05,acquisition_channel,email,65,1,192.00,0.1429,0.4118,57.14,7,1.86,7,775.86,7,0.5170,7,0.8787,7
2023-04-06,acquisition_channel,email,57,1,347.00,0.1667,1.0909,59.00,7,1.71,7,701.00,7,0.3946,7,0.8839,7
2023-04-07,acquisition_channel,email,53,2,366.00,0.4000,0.6154,60.57,7,1.57,7,696.57,7,0.3776,7,0.9445,7
2023-04-08,acquisition_channel,email,72,4,1902.00,0.4000,1.5000,59.71,7,1.57,7,702.29,7,0.3871,7,0.8039,7
2023-04-09,acquisition_channel,email,61,2,549.00,0.4000,1.6667,60.71,7,1.57,7,493.86,7,0.3728,7,0.8883,7
2023-04-10,acquisition_channel,email,64,3,893.00,0.7500,0.5000,61.00,7,1.71,7,539.71,7,0.3823,7,0.9645,7
2023-04-11,acquisition_channel,email,68,2,516.00,0.5000,2.1250,60.29,7,2.14,7,667.29,7,0.4657,7,0.9216,7
2023-04-12,acquisition_channel,email,61,2,379.00,0.4000,0.6111,62.86,7,2.14,7,680.71,7,0.3942,7,1.1300,7
2023-04-13,acquisition_channel,email,62,2,571.00,0.3333,1.3000,62.29,7,2.29,7,707.43,7,0.4310,7,1.1584,7
2023-04-14,acquisition_channel,email,63,1,134.00,0.3333,0.4444,63.00,7,2.43,7,739.43,7,0.4548,7,1.1883,7
2023-04-15,acquisition_channel,email,71,0,0.00,0.0000,0.7368,64.43,7,2.29,7,706.29,7,0.4452,7,1.1639,7
2023-04-16,acquisition_channel,email,73,2,368.00,0.6667,0.5625,64.29,7,1.71,7,434.57,7,0.3881,7,1.0549,7
2023-04-17,acquisition_channel,email,70,2,1786.00,0.5000,0.3810,66.00,7,1.71,7,408.71,7,0.4262,7,0.8971,7
2023-04-18,acquisition_channel,email,67,2,453.00,0.4000,1.0500,66.86,7,1.57,7,536.29,7,0.3905,7,0.8801,7
2023-04-19,acquisition_channel,email,77,3,1074.00,0.3750,1.5000,66.71,7,1.57,7,527.29,7,0.3762,7,0.7265,7
2023-04-20,acquisition_channel,email,73,4,864.00,1.0000,0.5000,69.00,7,1.71,7,626.57,7,0.3726,7,0.8535,7
2023-04-21,acquisition_channel,email,84,2,665.00,0.2500,0.4286,70.57,7,2.00,7,668.43,7,0.4679,7,0.7392,7
2023-04-22,acquisition_channel,email,62,0,0.00,0.0000,0.5556,73.57,7,2.14,7,744.29,7,0.4560,7,0.7370,7
2023-04-23,acquisition_channel,email,89,2,499.00,0.2500,1.1333,72.29,7,2.14,7,744.29,7,0.4560,7,0.7111,7
2023-04-24,acquisition_channel,email,71,5,1894.00,0.4545,1.8000,74.57,7,2.14,7,763.00,7,0.3964,7,0.7926,7
2023-04-25,acquisition_channel,email,86,2,359.00,0.2000,1.0000,74.71,7,2.57,7,778.43,7,0.3899,7,0.9954,7
2023-04-26,acquisition_channel,email,76,3,390.00,0.3750,0.6500,77.43,7,2.57,7,765.00,7,0.3614,7,0.9882,7
2023-04-27,acquisition_channel,email,74,1,394.00,0.2500,0.7368,77.29,7,2.57,7,667.29,7,0.3614,7,0.8668,7
2023-04-28,acquisition_channel,email,84,2,483.00,0.4000,0.7895,77.43,7,2.14,7,600.14,7,0.2542,7,0.9006,7
2023-04-29,acquisition_channel,email,91,3,660.00,0.7500,0.5556,77.43,7,2.14,7,574.14,7,0.2756,7,0.9522,7
2023-04-30,acquisition_channel,email,84,3,346.00,0.5000,1.1111,81.57,7,2.57,7,668.43,7,0.3828,7,0.9522,7
2023-05-01,acquisition_channel,email,86,4,1286.00,1.3333,1.0000,80.86,7,2.71,7,646.57,7,0.4185,7,0.9490,7
2023-05-02,acquisition_channel,email,86,5,1397.00,1.0000,1.0625,83.00,7,2.57,7,559.71,7,0.5440,7,0.8347,7
2023-05-03,acquisition_channel,email,71,1,350.00,0.2000,0.5556,83.00,7,3.00,7,708.00,7,0.6583,7,0.8436,7
2023-05-04,acquisition_channel,email,95,2,375.00,0.2727,0.7308,82.29,7,2.71,7,702.29,7,0.6333,7,0.8302,7
2023-05-05,acquisition_channel,email,97,3,1063.00,0.3333,0.4000,85.29,7,2.86,7,699.57,7,0.6366,7,0.8293,7
2023-05-06,acquisition_channel,email,80,2,739.00,0.2000,0.7059,87.14,7,3.00,7,782.43,7,0.6270,7,0.7737,7
2023-05-07,acquisition_channel,email,101,4,780.00,1.0000,1.1364,85.57,7,2.86,7,793.71,7,0.5485,7,0.7951,7
2023-05-08,acquisition_channel,email,98,6,1206.00,0.7500,0.9167,88.00,7,3.00,7,855.71,7,0.6199,7,0.7987,7
2023-05-09,acquisition_channel,email,98,4,1309.00,1.0000,0.7200,89.71,7,3.29,7,844.29,7,0.5366,7,0.7868,7
2023-05-10,acquisition_channel,email,98,3,786.00,0.2727,0.4444,91.43,7,3.14,7,831.71,7,0.5366,7,0.7379,7
2023-05-11,acquisition_channel,email,107,2,1001.00,0.2222,0.8182,95.29,7,3.43,7,894.00,7,0.5470,7,0.7220,7
2023-05-12,acquisition_channel,email,85,2,592.00,0.3333,0.7727,97.00,7,3.43,7,983.43,7,0.5397,7,0.7345,7
2023-05-13,acquisition_channel,email,86,2,563.00,0.5000,1.3158,95.29,7,3.29,7,916.14,7,0.5397,7,0.7878,7
2023-05-14,acquisition_channel,email,111,2,818.00,0.5000,0.6923,96.14,7,3.29,7,891.00,7,0.5826,7,0.8749,7
2023-05-15,acquisition_channel,email,122,5,1346.00,0.3846,0.6207,97.57,7,3.00,7,896.43,7,0.5112,7,0.8114,7
2023-05-16,acquisition_channel,email,97,5,1571.00,0.8333,1.2222,101.00,7,2.86,7,916.43,7,0.4590,7,0.7692,7
2023-05-17,acquisition_channel,email,115,7,2256.00,1.0000,0.7407,100.86,7,3.00,7,953.86,7,0.4352,7,0.8409,7
2023-05-18,acquisition_channel,email,116,8,2784.00,0.7273,0.7353,103.29,7,3.57,7,1163.86,7,0.5391,7,0.8832,7
2023-05-19,acquisition_channel,email,95,4,1133.00,0.5714,0.6400,104.57,7,4.43,7,1418.57,7,0.6112,7,0.8714,7
2023-05-20,acquisition_channel,email,101,5,1591.00,0.6250,0.8636,106.00,7,4.71,7,1495.86,7,0.6452,7,0.8524,7
2023-05-21,acquisition_channel,email,111,6,1663.00,0.7500,0.8750,108.14,7,5.14,7,1642.71,7,0.6631,7,0.7878,7
2023-05-22,acquisition_channel,email,122,8,3424.00,0.6667,0.8095,108.14,7,5.71,7,1763.43,7,0.6988,7,0.8139,7
2023-05-23,acquisition_channel,email,132,3,1586.00,0.3333,1.2593,108.14,7,6.14,7,2060.29,7,0.7391,7,0.8409,7
2023-05-24,acquisition_channel,email,147,4,770.00,0.2353,0.6842,113.14,7,5.86,7,2062.43,7,0.6677,7,0.8462,7
2023-05-25,acquisition_channel,email,120,7,2219.00,0.6364,0.7917,117.71,7,5.43,7,1850.14,7,0.5584,7,0.8381,7
2023-05-26,acquisition_channel,email,119,6,2310.00,0.5833,0.7333,118.29,7,5.29,7,1769.43,7,0.5454,7,0.8462,7
2023-05-27,acquisition_channel,email,123,8,2141.00,0.7273,0.8333,121.71,7,5.57,7,1937.57,7,0.5471,7,0.8595,7
2023-05-28,acquisition_channel,email,128,6,2143.00,0.6667,1.0333,124.86,7,6.00,7,2016.14,7,0.5618,7,0.8552,7
2023-05-29,acquisition_channel,email,131,8,3798.00,1.0000,0.6875,127.29,7,6.00,7,2084.71,7,0.5499,7,0.8778,7
2023-05-30,acquisition_channel,email,143,7,1268.00,0.4000,1.0000,128.57,7,6.00,7,2138.14,7,0.5975,7,0.8604,7
2023-05-31,acquisition_channel,email,136,5,1385.00,0.6250,1.1667,130.14,7,6.57,7,2092.71,7,0.6070,7,0.8233,7
2023-06-01,acquisition_channel,email,161,4,1748.00,0.6250,1.2759,128.57,7,6.71,7,2180.57,7,0.6627,7,0.8923,7
2023-06-02,acquisition_channel,email,127,0,0.00,0.0000,0.6190,134.43,7,6.29,7,2113.29,7,0.6610,7,0.9614,7
2023-06-03,acquisition_channel,email,149,8,2527.00,1.0000,0.7143,135.57,7,5.43,7,1783.29,7,0.5777,7,0.9451,7
2023-06-04,acquisition_channel,email,133,6,1387.00,0.4615,1.3750,139.29,7,5.43,7,1838.43,7,0.6167,7,0.9281,7
2023-06-05,acquisition_channel,email,156,3,1093.00,0.4286,1.6000,140.00,7,5.43,7,1730.43,7,0.5874,7,0.9769,7
2023-06-06,acquisition_channel,email,179,6,1989.00,0.4286,0.7381,143.57,7,4.71,7,1344.00,7,0.5057,7,1.1073,7
2023-06-07,acquisition_channel,email,165,5,899.00,0.4545,0.8718,148.71,7,4.57,7,1447.00,7,0.5098,7,1.0699,7
2023-06-08,acquisition_channel,email,163,5,1229.00,0.4167,0.8421,152.86,7,4.57,7,1377.57,7,0.4855,7,1.0277,7
2023-06-09,acquisition_channel,email,157,6,3442.00,0.7500,0.7317,153.14,7,4.71,7,1303.43,7,0.4557,7,0.9658,7
2023-06-10,acquisition_channel,email,167,7,1325.00,0.5000,0.5957,157.43,7,5.57,7,1795.14,7,0.5628,7,0.9819,7
2023-06-11,acquisition_channel,email,175,4,956.00,0.4000,0.6327,160.00,7,5.43,7,1623.43,7,0.4914,7,0.9649,7
2023-06-12,acquisition_channel,email,181,9,2055.00,0.6429,0.8837,166.00,7,5.14,7,1561.86,7,0.4826,7,0.8589,7
2023-06-13,acquisition_channel,email,173,5,1072.00,0.3846,0.8043,169.57,7,6.00,7,1699.29,7,0.5132,7,0.7565,7
2023-06-14,acquisition_channel,email,182,8,1737.00,0.4211,0.8810,168.71,7,5.86,7,1568.29,7,0.5070,7,0.7660,7
2023-06-15,acquisition_channel,email,192,4,943.00,0.2857,0.8125,171.14,7,6.29,7,1688.00,7,0.5022,7,0.7673,7
2023-06-16,acquisition_channel,email,186,5,1268.00,0.5833,0.9318,175.29,7,6.14,7,1647.14,7,0.4835,7,0.7631,7
2023-06-17,acquisition_channel,email,185,10,2441.00,0.6250,0.6905,179.43,7,6.00,7,1336.57,7,0.4597,7,0.7917,7
2023-06-18,acquisition_channel,email,201,7,1879.00,0.5385,0.9020,182.00,7,6.43,7,1496.00,7,0.4775,7,0.8052,7
2023-06-19,acquisition_channel,email,196,10,2896.00,0.7692,0.8837,185.71,7,6.86,7,1627.86,7,0.4973,7,0.8437,7
2023-06-20,acquisition_channel,email,216,6,1691.00,0.6000,1.1739,187.86,7,7.00,7,1748.00,7,0.5153,7,0.8437,7
2023-06-21,acquisition_channel,email,219,9,1942.00,0.4737,0.8571,194.00,7,7.14,7,1836.43,7,0.5461,7,0.8965,7
2023-06-22,acquisition_channel,email,204,9,1994.00,0.7500,0.8511,199.29,7,7.29,7,1865.71,7,0.5536,7,0.8931,7
2023-06-23,acquisition_channel,email,223,11,3756.00,0.6875,0.8800,201.00,7,8.00,7,2015.86,7,0.6200,7,0.8986,7
2023-06-24,acquisition_channel,email,259,8,2933.00,0.4706,0.6618,206.29,7,8.86,7,2371.29,7,0.6348,7,0.8912,7
2023-06-25,acquisition_channel,email,253,16,5084.00,0.5926,0.6389,216.86,7,8.57,7,2441.57,7,0.6128,7,0.8871,7
2023-06-26,acquisition_channel,email,254,9,2728.00,0.4286,0.9385,224.29,7,9.86,7,2899.43,7,0.6205,7,0.8495,7
2023-06-27,acquisition_channel,email,236,14,4349.00,0.6842,1.0000,232.57,7,9.71,7,2875.43,7,0.5719,7,0.8573,7
2023-06-28,acquisition_channel,email,244,6,1440.00,0.3750,0.6267,235.43,7,10.86,7,3255.14,7,0.5839,7,0.8325,7
2023-06-29,acquisition_channel,email,304,16,5881.00,0.6154,0.8571,239.00,7,10.43,7,3183.43,7,0.5698,7,0.7996,7
2023-06-30,acquisition_channel,email,296,16,5287.00,0.7273,0.9512,253.29,7,11.43,7,3738.71,7,0.5506,7,0.8004,7
2023-07-01,acquisition_channel,email,157,7,2071.00,0.6154,0.8718,263.71,7,12.14,7,3957.43,7,0.5562,7,0.8106,7
2023-01-02,acquisition_channel,facebook,2,1,666.00,0.5000,,,0,,0,,0,,0,,0
2023-01-03,acquisition_channel,facebook,5,0,0.00,,0.5000,2.00,1,1.00,1,666.00,1,0.5000,1,,0
2023-01-04,acquisition_channel,facebook,5,0,0.00,,2.0000,3.50,2,0.50,2,333.00,2,0.5000,1,0.5000,1
2023-01-05,acquisition_channel,facebook,7,0,0.00,,0.5000,4.00,3,0.33,3,222.00,3,0.5000,1,1.2500,2
2023-01-06,acquisition_channel,facebook,9,0,0.00,,2.0000,4.75,4,0.25,4,166.50,4,0.5000,1,1.0000,3
2023-01-07,acquisition_channel,facebook,9,1,116.00,0.5000,0.0000,5.60,5,0.20,5,133.20,5,0.5000,1,1.2500,4
2023-01-08,acquisition_channel,facebook,12,1,244.00,1.0000,0.6667,6.17,6,0.33,6,130.33,6,0.5000,2,1.0000,5
2023-01-09,acquisition_channel,facebook,16,2,1611.00,2.0000,1.3333,7.00,7,0.43,7,146.57,7,0.6667,3,0.9445,6
2023-01-10,acquisition_channel,facebook,17,0,0.00,0.0000,0.2857,9.00,7,0.57,7,281.57,7,1.1667,3,1.0000,7
2023-01-11,acquisition_channel,facebook,29,1,561.00,0.2000,0.8571,10.71,7,0.57,7,281.57,7,0.8750,4,0.9694,7
2023-01-12,acquisition_channel,facebook,19,1,234.00,0.5000,0.6000,14.14,7,0.71,7,361.71,7,0.7400,5,0.8061,7
2023-01-13,acquisition_channel,facebook,31,1,159.00,0.3333,0.7500,15.86,7,0.86,7,395.14,7,0.7000,6,0.8204,7
2023-01-14,acquisition_channel,facebook,33,0,0.00,,0.5714,19.00,7,1.00,7,417.86,7,0.6476,7,0.6418,7
2023-01-15,acquisition_channel,facebook,40,1,879.00,0.3333,1.1250,22.43,7,0.86,7,401.29,7,0.6722,6,0.7235,7
2023-01-16,acquisition_channel,facebook,27,0,0.00,0.0000,0.4444,26.43,7,0.86,7,492.00,7,0.5611,6,0.7889,7
2023-01-17,acquisition_channel,facebook,23,1,194.00,1.0000,0.1111,28.00,7,0.57,7,261.86,7,0.2278,6,0.6619,7
2023-01-18,acquisition_channel,facebook,27,1,267.00,0.2500,0.8333,28.86,7,0.71,7,289.57,7,0.3944,6,0.6370,7
2023-01-19,acquisition_channel,facebook,30,2,549.00,0.4000,1.6000,28.57,7,0.71,7,247.57,7,0.4028,6,0.6336,7
2023-01-20,acquisition_channel,facebook,40,1,410.00,0.2500,0.4444,30.14,7,0.86,7,292.57,7,0.3861,6,0.7765,7
2023-01-21,acquisition_channel,facebook,43,2,514.00,0.4000,0.4545,31.43,7,0.86,7,328.43,7,0.3722,6,0.7328,7
2023-01-22,acquisition_channel,facebook,43,1,694.00,0.3333,1.1111,32.86,7,1.14,7,401.86,7,0.3762,7,0.7161,7
2023-01-23,acquisition_channel,facebook,49,0,0.00,0.0000,1.2500,33.29,7,1.14,7,375.43,7,0.3762,7,0.7141,7
2023-01-24,acquisition_channel,facebook,45,2,579.00,,0.6364,36.43,7,1.14,7,375.43,7,0.3762,7,0.8292,7
2023-01-25,acquisition_channel,facebook,36,1,165.00,0.3333,0.4286,39.57,7,1.29,7,430.43,7,0.2722,6,0.9042,7
2023-01-26,acquisition_channel,facebook,51,1,253.00,0.1667,0.5000,40.86,7,1.29,7,415.86,7,0.2861,6,0.8464,7
2023-01-27,acquisition_channel,facebook,54,3,655.00,0.7500,0.5294,43.86,7,1.14,7,373.57,7,0.2472,6,0.6893,7
2023-01-28,acquisition_channel,facebook,48,0,0.00,0.0000,0.8182,45.86,7,1.43,7,408.57,7,0.3306,6,0.7014,7
2023-01-29,acquisition_channel,facebook,57,3,1061.00,0.4286,1.4286,46.57,7,1.14,7,335.14,7,0.2639,6,0.7534,7
2023-01-30,acquisition_channel,facebook,53,3,714.00,0.7500,0.6364,48.57,7,1.43,7,387.57,7,0.2798,6,0.7987,7
2023-01-31,acquisition_channel,facebook,50,2,473.00,0.6667,1.1667,49.14,7,1.86,7,489.57,7,0.4048,6,0.7111,7
